IdRun;NameConv;Time(ms);std;NbMicroKernel;AxeFuse;SizeAxeFuse;Schema
0;MobilNet_7;24.96365439666667;0.09817700261864004;1;axe_out_channels_1;40;[V f, U (1, f), U (14, y), U (3, h), T (2, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (1, f), T (1, c), T (7, x), T (1, y), T (32, f),  T (256, c)]
1;MobilNet_7;312.4869193166667;1.417426494779443;1;axe_out_channels_1;16;[V f, U (2, f), U (14, y), T (1, c), Hoist_vars [c], T (2, x), T (3, w),  T (3, h), T (2, f), T (256, c), T (7, x), T (1, y), T (8, f), T (2, c)]
2;MobilNet_7;127.84814617333333;0.6455214859681249;1;axe_out_channels_1;8;[V f, U (4, f), U (7, y), T (1, c), Hoist_vars [c], T (7, x), T (3, w),  T (3, h), T (2, f), T (512, c), T (2, x), T (2, y), T (4, f), T (1, c)]
3;MobilNet_7;31.08171437333333;0.325403861158367;1;axe_out_channels_1;8;[V f, U (4, f), U (7, y), U (3, w), T (4, c), Hoist_vars [c], T (7, x),  T (1, w), T (3, h), T (2, f), T (64, c), T (2, x), T (2, y), T (4, f),  T (2, c)]
4;MobilNet_7;8.117701813333333;1.0942776096536024;1;axe_out_channels_1;16;[V f, U (1, f), U (14, y), U (3, h), T (2, c), Hoist_vars [c], T (14, x),  T (3, w), T (1, h), T (16, f), T (16, c), T (1, x), T (1, y), T (2, f),  T (16, c)]
5;MobilNet_7;164.39915269666668;0.41694973808087304;1;axe_out_channels_1;16;[V f, U (2, f), U (14, y), T (2, c), Hoist_vars [c], T (2, x), T (3, w),  T (3, h), T (2, f), T (16, c), T (7, x), T (1, y), T (8, f), T (16, c)]
6;MobilNet_7;18.312573926666666;0.03880428477595292;1;axe_out_channels_1;12;[V f, U (4, f), U (7, y), U (3, w), T (4, c), Hoist_vars [c], T (7, x),  T (1, w), T (3, h), T (1, f), T (32, c), T (2, x), T (2, y), T (8, f),  T (4, c)]
7;MobilNet_7;38.77443640333334;0.28746854276735156;1;axe_out_channels_1;7;[V f, U (2, f), U (14, y), T (2, c), Hoist_vars [c], T (7, x), T (3, w),  T (3, h), T (4, f), T (256, c), T (2, x), T (1, y), T (4, f), T (1, c)]
8;MobilNet_7;54.41791419666667;0.27269398325223193;1;axe_out_channels_1;8;[V f, U (4, f), U (7, y), U (3, w), T (2, c), Hoist_vars [c], T (7, x),  T (1, w), T (3, h), T (2, f), T (32, c), T (2, x), T (2, y), T (4, f),  T (8, c)]
9;MobilNet_7;17.592628203333334;0.4913400365397542;1;axe_out_channels_1;47;[V f, U (1, f), U (14, y), U (3, h), T (64, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h), T (1, f), T (4, c), T (14, x), T (1, y), T (32, f),  T (2, c)]
10;MobilNet_7;19.304515990000002;0.03461934613139829;1;axe_out_channels_1;11;[V f, U (4, f), U (7, y), U (3, h), T (8, c), Hoist_vars [c], T (14, x),  T (3, w), T (1, h), T (1, f), T (16, c), T (1, x), T (2, y), T (8, f),  T (4, c)]
11;MobilNet_7;16.524535206666666;0.14473081450580003;2;axe_out_channels1_1;9;[V f, U (4, f), ULambda y, U (3, w), T (8, c), Hoist_vars [c], T (2, x),  T (1, w), T (3, h), T (8, f), T (64, c), T (7, x),  Lambda_apply y [((Iter 1), (Arg 4)), ((Iter 2), (Arg 5))], T (1, f),  T (1, c)]
12;MobilNet_7;0.5188032333333333;0.10746515851416938;1;axe_out_channels_1;32;[V f, U (1, f), U (14, y), U (3, h), T (64, c), Hoist_vars [c], T (14, x),  T (3, w), T (1, h), T (32, f), T (1, c), T (1, x), T (1, y), T (1, f),  T (8, c)]
13;MobilNet_7;33.805182253333335;0.9493410023978399;1;axe_out_channels_1;5;[V f, U (4, f), U (7, y), U (3, h), T (1, c), Hoist_vars [c], T (14, x),  T (3, w), T (1, h), T (4, f), T (512, c), T (1, x), T (2, y), T (2, f),  T (1, c)]
14;MobilNet_7;10.24794327333333;0.16089840125300808;1;axe_out_channels_1;16;[V f, U (1, f), U (14, y), U (3, h), T (8, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (16, f), T (16, c), T (7, x), T (1, y), T (2, f),  T (4, c)]
15;MobilNet_7;12.282787680000002;0.28988017541323075;2;axe_out_channels1_1;8;[V f, U (4, f), ULambda y, U (3, w), T (256, c), Hoist_vars [c], T (7, x),  T (1, w), T (3, h), T (2, f), T (1, c), T (2, x),  Lambda_apply y [((Iter 2), (Arg 4)), ((Iter 1), (Arg 6))], T (4, f),  T (2, c)]
16;MobilNet_7;11.231953449999999;0.8583469697372891;2;axe_out_channels1_1;7;[V f, U (4, f), ULambda y, U (3, w), T (16, c), Hoist_vars [c], T (14, x),  T (1, w), T (3, h), T (2, f), T (32, c), T (1, x),  Lambda_apply y [((Iter 2), (Arg 4)), ((Iter 1), (Arg 6))], T (4, f),  T (1, c)]
17;MobilNet_7;4.040155406666666;0.6903094866439864;2;axe_out_channels1_1;8;[V f, U (4, f), ULambda y, U (3, w), T (16, c), Hoist_vars [c], T (14, x),  T (1, w), T (3, h), T (8, f), T (32, c), T (1, x),  Lambda_apply y [((Iter 2), (Arg 4)), ((Iter 1), (Arg 6))], T (1, f),  T (1, c)]
18;MobilNet_7;21.397787519999998;0.662785155077016;2;axe_out_channels1_1;4;[V f, U (4, f), ULambda y, U (3, w), T (2, c), Hoist_vars [c], T (14, x),  T (1, w), T (3, h), T (4, f), T (256, c), T (1, x),  Lambda_apply y [((Iter 1), (Arg 4)), ((Iter 2), (Arg 5))], T (2, f),  T (1, c)]
