IdRun;NameConv;Time(ms);std;NbMicroKernel;AxeFuse;SizeAxeFuse;Schema
0;MobilNet_6;0.5231426466666667;0.07577917339911071;1;axe_yy_0,axe_xx_0,axe_out_channels_0;20;[V f, U (4, f), U (7, y), T (1, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (32, c), T (4, f), T (14, x), T (2, y), T (8, c)]
1;MobilNet_6;0.3570866466666667;0.00489454478680548;1;axe_yy_0,axe_xx_0,axe_out_channels_0;13;[V f, U (4, f), U (7, y), T (1, c), Hoist_vars [c], T (2, x), T (3, w),  T (3, h), T (256, c), T (4, f), T (7, x), T (2, y), T (1, c)]
2;MobilNet_6;0.38505534333333336;0.06190640348522573;1;axe_yy_0,axe_xx_0,axe_out_channels_0;19;[V f, U (1, f), U (14, y), U (3, h), T (16, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (1, c), T (16, f), T (2, x), T (1, y), T (16, c)]
3;MobilNet_6;0.2087776266666667;0.002607253199007213;1;axe_yy_0,axe_xx_0,axe_out_channels_0;24;[V f, U (1, f), U (14, y), U (3, h), T (4, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (64, c), T (16, f), T (7, x), T (1, y), T (1, c)]
4;MobilNet_6;0.38619391000000003;0.032974261694192986;2;axe_yy1_0,axe_xx1_0,axe_out_channels1_0;13;[V f, U (4, f), ULambda y, U (3, w), T (16, c), Hoist_vars [c], T (2, x),  T (1, w), T (3, h), T (4, c), T (4, f), T (7, x),  Lambda_apply y [((Iter 2), (Arg 4)), ((Iter 1), (Arg 6))], T (4, c)]
5;MobilNet_6;0.2442534;0.003058154516625274;1;axe_yy_0,axe_xx_0,axe_out_channels_0;20;[V f, U (4, f), U (7, y), U (3, w), T (256, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (1, c), T (4, f), T (14, x), T (2, y), T (1, c)]
6;MobilNet_6;1.3720967733333331;0.20503298170587841;1;axe_yy_0,axe_xx_0,axe_out_channels_0;8;[V f, U (4, f), U (7, y), U (3, h), T (4, c), Hoist_vars [c], T (7, x),  T (3, w), T (1, h), T (64, c), T (4, f), T (2, x), T (2, y), T (1, c)]
7;MobilNet_6;5.670483683333334;0.6416283547437548;2;axe_yy1_0,axe_xx1_0,axe_out_channels1_0;7;[V f, U (4, f), ULambda y, U (3, w), T (1, c), Hoist_vars [c], T (7, x),  T (1, w), T (3, h), T (4, c), T (4, f), T (2, x),  Lambda_apply y [((Iter 1), (Arg 4)), ((Iter 2), (Arg 5))], T (64, c)]
8;MobilNet_6;0.6941807166666666;0.10198485859121031;1;axe_yy_0,axe_xx_0,axe_out_channels_0;10;[V f, U (2, f), U (14, y), T (32, c), Hoist_vars [c], T (14, x), T (3, w),  T (3, h), T (8, c), T (8, f), T (1, x), T (1, y), T (1, c)]
9;MobilNet_6;2.5890271900000004;0.3455718376790736;1;axe_yy_0,axe_xx_0,axe_out_channels_0;8;[V f, U (4, f), U (7, y), U (3, w), T (2, c), Hoist_vars [c], T (7, x),  T (1, w), T (3, h), T (4, c), T (4, f), T (2, x), T (2, y), T (32, c)]
10;MobilNet_6;0.73068094;0.08382375955037234;1;axe_yy_0,axe_xx_0,axe_out_channels_0;16;[V f, U (2, f), U (14, y), T (1, c), Hoist_vars [c], T (2, x), T (3, w),  T (3, h), T (64, c), T (8, f), T (7, x), T (1, y), T (4, c)]
11;MobilNet_6;0.18688617333333335;0.0008375446816339646;1;axe_yy_0,axe_xx_0,axe_out_channels_0;24;[V f, U (1, f), U (14, y), U (3, h), T (8, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (16, c), T (16, f), T (7, x), T (1, y), T (2, c)]
12;MobilNet_6;2.02070202;0.24468596514470423;1;axe_yy_0,axe_xx_0,axe_out_channels_0;16;[V f, U (2, f), U (14, y), T (2, c), Hoist_vars [c], T (2, x), T (3, w),  T (3, h), T (2, c), T (8, f), T (7, x), T (1, y), T (64, c)]
13;MobilNet_6;0.6273529733333334;0.07635062867997994;1;axe_yy_0,axe_xx_0,axe_out_channels_0;23;[V f, U (2, f), U (14, y), T (2, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (8, c), T (8, f), T (14, x), T (1, y), T (16, c)]
14;MobilNet_6;2.44151238;0.6581212152426279;1;axe_yy_0,axe_xx_0,axe_out_channels_0;20;[V f, U (4, f), U (7, y), T (1, c), Hoist_vars [c], T (1, x), T (3, w),  T (3, h), T (2, c), T (4, f), T (14, x), T (2, y), T (128, c)]
15;MobilNet_6;1.8472748866666666;0.28193250913276674;2;axe_yy1_0,axe_xx1_0,axe_out_channels1_0;6;[V f, U (4, f), ULambda y, U (3, w), T (16, c), Hoist_vars [c], T (14, x),  T (1, w), T (3, h), T (1, c), T (4, f), T (1, x),  Lambda_apply y [((Iter 1), (Arg 4)), ((Iter 2), (Arg 5))], T (16, c)]
16;MobilNet_6;0.7251278533333334;0.061481325846057956;1;axe_yy_0,axe_xx_0,axe_out_channels_0;16;[V f, U (2, f), U (14, y), T (1, c), Hoist_vars [c], T (2, x), T (3, w),  T (3, h), T (128, c), T (8, f), T (7, x), T (1, y), T (2, c)]
17;MobilNet_6;0.2836362333333333;0.014072590954420735;1;axe_yy_0,axe_xx_0,axe_out_channels_0;13;[V f, U (4, f), U (7, y), U (3, h), T (16, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (16, c), T (4, f), T (7, x), T (2, y), T (1, c)]
18;MobilNet_6;0.8403979866666667;0.14443352345996116;1;axe_yy_0,axe_xx_0,axe_out_channels_0;24;[V f, U (1, f), U (14, y), U (3, h), T (2, c), Hoist_vars [c], T (2, x),  T (3, w), T (1, h), T (4, c), T (16, f), T (7, x), T (1, y), T (32, c)]
19;MobilNet_6;0.19375530333333332;0.0010148837585819029;1;axe_yy_0,axe_xx_0,axe_out_channels_0;13;[V f, U (4, f), U (7, y), U (3, w), T (32, c), Hoist_vars [c], T (2, x),  T (1, w), T (3, h), T (8, c), T (4, f), T (7, x), T (2, y), T (1, c)]
20;MobilNet_6;3.8853767133333337;0.17874602936716258;1;axe_yy_0,axe_xx_0,axe_out_channels_0;7;[V f, U (4, f), U (7, y), U (3, h), T (2, c), Hoist_vars [c], T (14, x),  T (3, w), T (1, h), T (128, c), T (4, f), T (1, x), T (2, y), T (1, c)]
21;MobilNet_6;18.978841896666665;0.1709560275692377;1;axe_yy_0,axe_xx_0,axe_out_channels_0;7;[V f, U (4, f), U (7, y), T (1, c), Hoist_vars [c], T (14, x), T (3, w),  T (3, h), T (64, c), T (4, f), T (1, x), T (2, y), T (4, c)]
