IdRun;NameConv;Time(ms);std;NbMicroKernel;AxeFuse;SizeAxeFuse;Schema
0;MobilNet_3;1.6048650066666668;0.32722722396396664;1;axe_yy_0,axe_xx_0;9;[V f, U (4, f), U (7, y), T (8, c), Hoist_vars [c], T (8, x), T (3, w),  T (3, h), T (4, y), T (2, f), T (16, c), T (7, x), T (2, y)]
1;MobilNet_3;0.8087839666666667;0.15675941830568485;1;axe_yy_0,axe_xx_0;57;[V f, U (1, f), ULambda y, U (3, h), T (2, c), Hoist_vars [c], T (1, x),  T (3, w), T (1, h),  Lambda_apply y [((Iter 4), (Arg 11)), ((Iter 1), (Arg 12))], T (8, f),  T (64, c), T (56, x), T (1, y)]
2;MobilNet_3;9.705956436666664;0.6832000122992827;2;axe_out_channels1_0,axe_yy1_1;5;[V f, U (2, f), ULambda y, T (8, c), Hoist_vars [c], T (28, x), T (3, w),  T (3, h), T (1, y), T (4, f), T (16, c), T (2, x),  Lambda_apply y [((Iter 2), (Arg 10)), ((Iter 3), (Arg 12))]]
3;MobilNet_3;2.610251146666667;0.28100565619670886;1;axe_out_channels_0,axe_yy_1;16;[V f, U (4, f), U (4, y), U (3, w), T (4, c), Hoist_vars [c], T (56, x),  T (1, w), T (3, h), T (14, y), T (2, f), T (32, c), T (1, x), T (1, y)]
4;MobilNet_3;19.15940486666667;0.2783805731075601;1;axe_yy_0,axe_xx_0;3;[V f, U (2, f), ULambda y, T (2, c), Hoist_vars [c], T (28, x), T (3, w),  T (3, h), Lambda_apply y [((Iter 5), (Arg 9)), ((Iter 1), (Arg 11))],  T (4, f), T (64, c), T (2, x), T (1, y)]
5;MobilNet_3;3.1206667333333336;0.5099194115685778;2;axe_yy1_0,axe_xx1_0;4;[V f, U (4, f), ULambda y, U (3, w), T (16, c), Hoist_vars [c], T (28, x),  T (1, w), T (3, h), T (2, y), T (2, f), T (8, c), T (2, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))]]
6;MobilNet_3;0.37488436333333336;0.05200876996093053;1;axe_yy_0,axe_xx_0;57;[V f, U (4, f), U (4, y), U (3, w), T (32, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (14, y), T (2, f), T (4, c), T (56, x), T (1, y)]
7;MobilNet_3;0.9374164733333334;0.22556226363837098;1;axe_yy_0,axe_xx_0;15;[V f, U (1, f), ULambda y, U (3, h), T (16, c), Hoist_vars [c], T (4, x),  T (3, w), T (1, h),  Lambda_apply y [((Iter 4), (Arg 11)), ((Iter 1), (Arg 12))], T (8, f),  T (8, c), T (14, x), T (1, y)]
8;MobilNet_3;0.38484492;0.038530781261765824;2;axe_yy1_0,axe_xx1_0;57;[V f, U (4, f), ULambda y, U (3, w), T (32, c), Hoist_vars [c], T (1, x),  T (1, w), T (3, h), T (4, y), T (2, f), T (4, c), T (56, x),  Lambda_apply y [((Iter 1), (Arg 4)), ((Iter 2), (Arg 5))]]
9;MobilNet_3;1.2687155433333333;0.19712437881857228;1;axe_yy_0,axe_xx_0;15;[V f, U (2, f), ULambda y, T (8, c), Hoist_vars [c], T (4, x), T (3, w),  T (3, h), Lambda_apply y [((Iter 4), (Arg 11)), ((Iter 1), (Arg 12))],  T (4, f), T (16, c), T (14, x), T (1, y)]
10;MobilNet_3;7.56880037;0.18560269851616376;1;axe_yy_0,axe_xx_0;3;[V f, U (2, f), ULambda y, T (16, c), Hoist_vars [c], T (28, x), T (3, w),  T (3, h), Lambda_apply y [((Iter 2), (Arg 10)), ((Iter 3), (Arg 12))],  T (4, f), T (8, c), T (2, x), T (1, y)]
11;MobilNet_3;0.5923693366666666;0.13322804675235736;2;axe_yy1_0,axe_xx1_0;10;[V f, U (4, f), ULambda y, U (3, w), T (128, c), Hoist_vars [c], T (7, x),  T (1, w), T (3, h), T (2, y), T (2, f), T (1, c), T (8, x),  Lambda_apply y [((Iter 2), (Arg 5)), ((Iter 3), (Arg 6))]]
12;MobilNet_3;3.5682736266666666;0.7169914399841709;2;axe_out_channels1_0,axe_yy1_1;6;[V f, U (2, f), ULambda y, T (32, c), Hoist_vars [c], T (56, x), T (3, w),  T (3, h), T (2, y), T (4, f), T (4, c), T (1, x),  Lambda_apply y [((Iter 1), (Arg 13)), ((Iter 1), (Arg 15))]]
