IdRun;NameConv;Time(ms);std;NbMicroKernel;AxeFuse;SizeAxeFuse;Schema;Time_search(13.926488637924194)
0;Yolo9000_0;9.968502299999999;0.038001371775371516;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;159;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (2, x), T (1, c),  T (3, w), T (3, h), T (4, y), T (2, x), T (136, x), T (17, y)];16.09179377555847
1;Yolo9000_0;15.0767491;0.04777912203138521;2;axe_yy1_0,axe_xx1_0,axe_xx1_1,axe_yy1_1;563;[V f, U (2, f), ULambda y, T (3, c), Hoist_vars [c], T (1, x), T (1, c),  T (3, w), T (3, h), T (16, y), T (1, x), T (544, x),  Lambda_apply y [((Iter 2), (Arg 11)), ((Iter 1), (Arg 12))]];18.65672993659973
3;Yolo9000_0;9.4224949;0.03218120348417696;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;310;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (1, x), T (1, c),  T (3, w), T (3, h), T (34, y), T (272, x), T (2, x), T (2, y)];20.806055784225464
15;Yolo9000_0;9.5470135;0.010807020248431125;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;295;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (1, x), T (1, c),  T (3, w), T (3, h), T (17, y), T (272, x), T (2, x), T (4, y)];35.03868365287781
22;Yolo9000_0;9.968582799999998;0.002691909352113888;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;59;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (4, x), T (1, c),  T (3, w), T (3, h), T (4, y), T (4, x), T (34, x), T (17, y)];43.871058225631714
24;Yolo9000_0;9.4463238;0.017373488197826182;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;57;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (8, x), T (1, c),  T (3, w), T (3, h), T (4, y), T (2, x), T (34, x), T (17, y)];47.34350848197937
26;Yolo9000_0;11.269298299999999;0.01609889365795048;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;54;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (17, x), T (1, c),  T (3, w), T (3, h), T (4, y), T (32, x), T (1, x), T (17, y)];49.55688953399658
27;Yolo9000_0;9.9726437;0.005782664870974351;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;158;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (4, x), T (1, c),  T (3, w), T (3, h), T (4, y), T (136, x), T (1, x), T (17, y)];51.71284794807434
29;Yolo9000_0;9.3073169;0.0353566724267144;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;161;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (1, x), T (1, c),  T (3, w), T (3, h), T (4, y), T (4, x), T (136, x), T (17, y)];55.16740608215332
33;Yolo9000_0;9.406347899999998;0.017840218297150642;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;581;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (1, x), T (1, c),  T (3, w), T (3, h), T (34, y), T (544, x), T (1, x), T (2, y)];61.386279344558716
40;Yolo9000_0;10.4297223;0.008935139115313299;1;axe_yy_0,axe_xx_0;3;[V f, U (2, f), ULambda y, T (3, c), Hoist_vars [c], T (2, x), T (1, c),  T (3, w), T (3, h),  Lambda_apply y [((Iter 13), (Arg 14)), ((Iter 6), (Arg 15))], T (272, x),  T (1, x), T (2, y)];71.83097577095032
45;Yolo9000_0;9.969576800000002;0.007570773352834612;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;91;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (4, x), T (1, c),  T (3, w), T (3, h), T (4, y), T (2, x), T (68, x), T (17, y)];79.39522099494934
51;Yolo9000_0;9.308800100000001;0.01372410112502841;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;566;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (1, x), T (1, c),  T (3, w), T (3, h), T (4, y), T (1, x), T (544, x), T (17, y)];87.96784615516663
55;Yolo9000_0;9.5444826;0.014574350511772458;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;566;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (1, x), T (1, c),  T (3, w), T (3, h), T (17, y), T (544, x), T (1, x), T (4, y)];94.21286869049072
57;Yolo9000_0;9.5543811;0.014130316814919382;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;161;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (1, x), T (1, c),  T (3, w), T (3, h), T (17, y), T (136, x), T (4, x), T (4, y)];97.71887254714966
59;Yolo9000_0;9.5378793;0.024727407951704476;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;97;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (1, x), T (1, c),  T (3, w), T (3, h), T (17, y), T (68, x), T (8, x), T (4, y)];101.21122932434082
60;Yolo9000_0;12.4495164;0.02533088779020624;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;27;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (68, x), T (1, c),  T (3, w), T (3, h), T (17, y), T (2, x), T (4, x), T (4, y)];103.49370002746582
64;Yolo9000_0;9.940355;0.00739241098695158;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;158;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (4, x), T (1, c),  T (3, w), T (3, h), T (17, y), T (1, x), T (136, x), T (4, y)];109.69201254844666
73;Yolo9000_0;10.1361379;0.11676419821970245;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;294;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (2, x), T (1, c),  T (3, w), T (3, h), T (4, y), T (1, x), T (272, x), T (17, y)];121.1900737285614
76;Yolo9000_0;9.313490999999999;0.0328532600452375;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;97;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (1, x), T (1, c),  T (3, w), T (3, h), T (4, y), T (8, x), T (68, x), T (17, y)];124.68199586868286
78;Yolo9000_0;9.3263548;0.02545527923555365;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;566;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (1, x), T (1, c),  T (3, w), T (3, h), T (4, y), T (544, x), T (1, x), T (17, y)];128.23356127738953
80;Yolo9000_0;12.495683000000001;0.011271410586079965;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;42;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (68, x), T (1, c),  T (3, w), T (3, h), T (34, y), T (4, x), T (2, x), T (2, y)];131.69705533981323
84;Yolo9000_0;9.899174599999998;0.010274120265988576;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;63;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (2, x), T (1, c),  T (3, w), T (3, h), T (17, y), T (34, x), T (8, x), T (4, y)];136.55088663101196
85;Yolo9000_0;12.4891564;0.014802957368039892;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;45;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (68, x), T (1, c),  T (3, w), T (3, h), T (34, y), T (8, x), T (1, x), T (2, y)];138.8336808681488
86;Yolo9000_0;12.484326099999999;0.009360466136363299;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;45;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (68, x), T (1, c),  T (3, w), T (3, h), T (34, y), T (1, x), T (8, x), T (2, y)];141.11513018608093
88;Yolo9000_0;9.942929499999998;0.007755758857132841;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;91;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (4, x), T (1, c),  T (3, w), T (3, h), T (17, y), T (68, x), T (2, x), T (4, y)];143.30192637443542
89;Yolo9000_0;9.920235799999997;0.018572588068441084;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;294;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (2, x), T (1, c),  T (3, w), T (3, h), T (17, y), T (272, x), T (1, x), T (4, y)];145.47635197639465
90;Yolo9000_0;10.409697600000001;0.007315116488477433;1;axe_yy_0,axe_xx_0;274;[V f, U (2, f), ULambda y, T (3, c), Hoist_vars [c], T (2, x), T (1, c),  T (3, w), T (3, h),  Lambda_apply y [((Iter 13), (Arg 14)), ((Iter 6), (Arg 15))], T (1, x),  T (272, x), T (2, y)];147.8675184249878
94;Yolo9000_0;12.4633955;0.009959372844210595;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;30;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (68, x), T (1, c),  T (3, w), T (3, h), T (17, y), T (8, x), T (1, x), T (4, y)];151.51155257225037
96;Yolo9000_0;10.1258051;0.06698475083696293;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;294;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (2, x), T (1, c),  T (3, w), T (3, h), T (4, y), T (272, x), T (1, x), T (17, y)];155.02441787719727
99;Yolo9000_0;9.9441719;0.004130623813662978;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;46;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (4, x), T (1, c),  T (3, w), T (3, h), T (17, y), T (17, x), T (8, x), T (4, y)];158.53784894943237
101;Yolo9000_0;12.480669;0.017064101957032472;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;42;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (68, x), T (1, c),  T (3, w), T (3, h), T (34, y), T (2, x), T (4, x), T (2, y)];162.10649156570435
110;Yolo9000_0;9.404147900000002;0.02798661930441055;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;112;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (1, x), T (1, c),  T (3, w), T (3, h), T (34, y), T (68, x), T (8, x), T (2, y)];172.2699248790741
111;Yolo9000_0;11.1950648;0.01312253325238693;1;axe_yy_0,axe_xx_0,axe_xx_1,axe_yy_1;56;[V f, U (2, f), U (8, y), T (3, c), Hoist_vars [c], T (16, x), T (1, c),  T (3, w), T (3, h), T (4, y), T (34, x), T (1, x), T (17, y)];174.50589442253113
